,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.035,0.0,0.001,0.444,-0.408,3.782
1,0.035,0.0,0.0,0.345,-0.31,3.714
2,0.035,0.0,0.001,0.353,-0.317,3.661
3,0.235,0.0,0.001,0.409,-0.173,3.607
4,0.235,0.0,0.001,0.42,-0.184,3.544
5,0.035,0.0,0.001,0.405,-0.369,3.48
6,0.035,0.0,0.001,0.365,-0.329,3.418
7,0.035,0.0,0.001,0.344,-0.308,3.362
8,0.035,0.0,0.001,0.386,-0.35,3.309
9,0.035,0.0,0.001,0.383,-0.347,3.25
10,0.035,0.0,0.001,0.35,-0.314,3.191
11,0.235,0.0,0.001,0.358,-0.122,3.138
12,0.035,0.0,0.001,0.334,-0.298,3.083
13,0.035,0.0,0.001,0.32,-0.284,3.031
14,0.035,0.0,0.0,0.347,-0.312,2.982
15,0.035,0.0,0.001,0.36,-0.324,2.929
16,0.035,0.0,0.001,0.349,-0.313,2.874
17,0.035,0.0,0.001,0.363,-0.327,2.821
18,0.035,0.0,0.001,0.413,-0.377,2.765
19,0.035,0.0,0.001,0.376,-0.34,2.702
20,0.235,0.0,0.001,0.347,-0.111,2.644
21,0.235,0.0,0.001,0.344,-0.108,2.591
22,0.035,0.0,0.001,0.346,-0.31,2.538
23,0.035,0.0,0.001,0.325,-0.289,2.485
24,0.035,0.0,0.001,0.39,-0.354,2.435
25,0.035,0.0,0.001,0.421,-0.385,2.375
26,0.035,0.0,0.001,0.365,-0.329,2.311
27,0.235,0.0,0.001,0.357,-0.121,2.255
28,0.235,0.0,0.0,0.35,-0.115,2.2
29,0.035,0.0,0.001,0.333,-0.297,2.146
30,0.035,0.0,0.001,0.331,-0.295,2.095
31,0.035,0.0,0.001,0.34,-0.304,2.045
32,0.035,0.0,0.001,0.356,-0.32,1.992
33,0.035,0.0,0.001,0.371,-0.335,1.938
34,0.035,0.0,0.001,0.387,-0.351,1.881
35,0.035,0.0,0.001,0.375,-0.339,1.822
36,0.235,0.0,0.001,0.366,-0.13,1.764
37,0.035,0.0,0.001,0.327,-0.291,1.708
38,0.035,0.0,0.001,0.322,-0.286,1.658
39,0.035,0.1,0.001,0.295,-0.359,1.609
40,0.035,0.1,0.001,0.454,-0.518,1.563
41,0.035,0.1,0.001,0.468,-0.532,1.494
42,0.299,0.1,0.001,0.367,-0.167,1.422
43,0.299,0.1,0.0,0.546,-0.347,1.366
44,0.519,0.1,0.001,0.806,-0.386,1.282
45,0.331,0.3,0.001,0.363,-0.331,1.159
46,0.431,0.3,0.001,0.36,-0.228,1.103
47,0.40700000000000003,0.3,0.001,0.442,-0.334,1.048
48,0.035,0.3,0.001,0.651,-0.915,0.98
49,0.035,0.3,0.001,0.455,-0.719,0.88
50,0.035,0.3,0.001,0.395,-0.659,0.81
51,0.035,0.6,0.001,0.164,-0.728,0.75
52,0.235,0.6,0.001,0.06,-0.424,0.725
53,0.035,0.6,0.001,0.09,-0.654,0.716
54,0.035,0.6,0.001,0.079,-0.643,0.702
55,0.035,0.6,0.001,-0.022,-0.542,0.69
56,0.035,0.6,0.0,0.14,-0.705,0.693
57,2.255,1.0,0.001,-0.02,1.276,0.672
58,2.269,1.0,0.001,-0.309,1.579,0.675
59,2.269,1.0,0.001,-0.114,1.384,0.722
60,0.436,1.0,0.001,-0.188,-0.375,0.739
61,0.18100000000000002,1.0,0.001,-0.148,-0.67,0.768
62,0.18100000000000002,1.0,0.001,-0.214,-0.604,0.791
63,0.035,1.6,0.001,-0.718,-0.846,0.824
64,0.035,1.6,0.001,-1.093,-0.471,0.934
65,0.035,1.6,0.001,-1.153,-0.411,1.102
66,0.18100000000000002,1.6,0.001,-1.109,-0.309,1.278
67,0.16699999999999998,1.6,0.001,-1.011,-0.421,1.448
68,2.509,1.6,0.001,-0.867,1.777,1.603
69,2.435,2.0,0.0,-1.299,1.734,1.736
70,0.293,2.0,0.001,-1.285,-0.421,1.936
71,0.293,2.0,0.001,-1.327,-0.379,2.133
72,0.161,2.0,0.001,-1.255,-0.583,2.336
73,0.035,2.0,0.001,-1.167,-0.797,2.528
74,0.035,2.0,0.001,-1.213,-0.751,2.707
75,0.235,2.2,0.001,-1.552,-0.412,2.893
76,0.235,2.2,0.001,-1.785,-0.179,3.131
77,0.035,2.2,0.001,-1.808,-0.356,3.405
78,0.035,2.2,0.001,-1.845,-0.319,3.682
79,0.035,2.2,0.001,-1.82,-0.344,3.965
80,0.161,2.2,0.001,-1.816,-0.222,4.244
81,0.161,2.0,0.001,-1.627,-0.211,4.523
82,0.147,2.0,0.0,-1.605,-0.248,4.772
83,0.035,2.0,0.001,-1.581,-0.383,5.018
84,0.235,2.0,0.001,-1.459,-0.305,5.261
85,0.035,2.0,0.001,-1.556,-0.408,5.484
86,0.035,2.0,0.001,-1.524,-0.44,5.723
87,0.035,1.8,0.001,-1.252,-0.512,5.957
88,0.035,1.8,0.001,-1.373,-0.391,6.148
89,0.035,1.8,0.001,-1.203,-0.561,6.359
90,0.035,1.8,0.001,-1.141,-0.623,6.544
91,0.035,1.8,0.001,-1.143,-0.621,6.719
92,0.235,1.8,0.001,-1.161,-0.403,6.894
93,0.035,1.4,0.001,-0.923,-0.441,7.072
94,0.035,1.4,0.001,-0.591,-0.773,7.213
95,0.035,1.4,0.0,-0.541,-0.824,7.304
96,0.035,1.4,0.001,-0.603,-0.761,7.387
97,0.035,1.4,0.001,-0.6,-0.764,7.479
98,0.035,1.4,0.001,-0.487,-0.877,7.571
99,0.235,1.0,0.001,0.061,-0.825,7.646
100,0.035,1.0,0.0,0.029,-0.994,7.637
101,0.035,1.0,0.001,-0.207,-0.757,7.632
102,0.035,1.0,0.001,-0.093,-0.871,7.664
