;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;-0.00021600000000000002;-0.00021600000000000002;-0.00021600000000000002;-0.00021600000000000002;-0.0005909999999999999;0.000579;-0.003;0.000246;-0.000509;0.000395;0.000171;0.000132;0.00037799999999999997;0.000171;0.00020199999999999998;0.00034600000000000006
1;0.00047799999999999996;0.00047799999999999996;0.00047799999999999996;0.00047799999999999996;0.000419;0.0005859999999999999;-0.0029539999999999996;0.000727;0.000569;0.000395;0.000177;0.000132;0.00037799999999999997;0.000165;0.00020199999999999998;0.00018600000000000002
2;0.00047799999999999996;0.00047799999999999996;0.00047799999999999996;0.00047799999999999996;0.000413;0.0005859999999999999;-0.002948;0.000727;0.000569;0.00040100000000000004;0.000171;5.599999999999999e-05;0.000384;0.000165;0.00020800000000000001;7.000000000000001e-05
3;0.00047700000000000005;0.00047700000000000005;0.00047700000000000005;0.00047700000000000005;0.000213;0.0005859999999999999;-0.0029539999999999996;0.0005570000000000001;0.00035299999999999996;0.000395;0.000171;-0.000331;0.00037799999999999997;0.000165;3.2e-05;-3e-05
4;0.000521;0.000521;0.000521;0.000521;0.000213;0.0005859999999999999;-0.002948;0.0005570000000000001;0.00034700000000000003;0.000395;0.000171;-0.00034600000000000006;0.00037799999999999997;0.000165;3.2e-05;-0.000315
5;0.000414;0.000414;0.000414;0.000414;0.000413;0.0005859999999999999;-0.002948;0.000727;0.000569;0.000395;0.000171;-0.000435;0.00037799999999999997;0.000171;0.00020199999999999998;-0.00029600000000000004
6;0.000414;0.000414;0.000414;0.000414;0.000413;0.0005920000000000001;-0.0029460000000000003;0.000569;0.000569;0.000395;0.000177;-0.000157;0.00037799999999999997;0.000165;0.00020199999999999998;0.000381
7;0.000494;0.000494;0.000494;0.000494;0.000413;0.0005859999999999999;-0.00141;0.000389;0.000569;0.000395;3.2e-05;0.00017800000000000002;0.00037799999999999997;0.000165;0.00020800000000000001;0.000381
8;0.000449;0.000449;0.000449;0.000449;0.000413;0.0005859999999999999;0.0002;0.000541;0.000395;0.000395;3.2e-05;8.199999999999999e-05;0.000384;4.2999999999999995e-05;0.00020199999999999998;0.000264
9;0.000389;0.000389;0.000389;0.000389;0.000413;0.000354;0.000716;0.000727;0.000395;0.000289;0.000171;8.199999999999999e-05;0.00037799999999999997;4.2999999999999995e-05;0.00020199999999999998;0.00038700000000000003
10;0.000426;0.000426;0.000426;0.000426;0.000413;0.000354;0.000716;0.000727;0.000569;0.00028300000000000005;0.000171;0.00017199999999999998;0.00037799999999999997;0.000165;0.00020199999999999998;0.000381
11;0.000451;0.000451;0.000451;0.000451;0.000213;0.0005859999999999999;0.000716;0.0005570000000000001;0.000569;0.000395;0.000177;2.7999999999999996e-05;0.00037799999999999997;1e-05;0.00020199999999999998;0.00025
12;0.000467;0.000467;0.000467;0.000467;0.000413;0.0005859999999999999;0.000716;0.000727;0.000569;0.000395;0.000171;-0.000132;0.00037799999999999997;4e-06;0.00020800000000000001;0.00025
13;0.000523;0.000523;0.000523;0.000523;0.000413;0.0005859999999999999;0.000716;0.000727;0.00034700000000000003;0.000395;3.2e-05;6e-06;0.000384;0.000165;0.00020199999999999998;0.000381
14;0.000523;0.000523;0.000523;0.000523;0.000419;0.0005859999999999999;0.0005620000000000001;0.000727;0.00034700000000000003;0.00028300000000000005;3.2e-05;-8.1e-05;0.00037799999999999997;0.000165;3.2e-05;0.00038700000000000003
15;0.00040500000000000003;0.00040500000000000003;0.00040500000000000003;0.00040500000000000003;0.000413;0.0005859999999999999;0.0005620000000000001;0.000569;0.000569;0.00028300000000000005;0.000171;0.00017199999999999998;0.00037799999999999997;4.2999999999999995e-05;3.2e-05;0.000381
16;0.00040600000000000006;0.00040600000000000006;0.00040600000000000006;0.00040600000000000006;0.000413;0.0005859999999999999;0.000716;0.000383;0.000569;0.00040100000000000004;0.000177;0.00017199999999999998;0.00037799999999999997;4.9000000000000005e-05;0.00020199999999999998;0.000381
17;0.000395;0.000395;0.000395;0.000395;0.000413;0.000354;0.000716;0.000541;0.000575;0.000395;0.000171;3.4000000000000007e-05;0.00037799999999999997;0.000165;0.00020800000000000001;0.000381
18;0.00036700000000000003;0.00036700000000000003;0.00036700000000000003;0.00036700000000000003;0.000413;0.000354;0.000716;0.000541;0.000395;0.000395;0.000171;2.7999999999999996e-05;0.000384;4e-06;0.00020199999999999998;0.00025
19;0.00045000000000000004;0.00045000000000000004;0.00045000000000000004;0.00045000000000000004;0.000413;0.0005859999999999999;0.000716;0.0005570000000000001;0.000395;0.000395;0.000171;0.00017199999999999998;0.00037799999999999997;4e-06;0.00020199999999999998;0.00013900000000000002
20;0.000423;0.000423;0.000423;0.000423;0.000213;0.0005920000000000001;0.000716;0.000727;0.00034700000000000003;0.000395;0.000171;0.00017199999999999998;0.00037799999999999997;0.000165;0.00020199999999999998;0.000264
21;0.00039200000000000004;0.00039200000000000004;0.00039200000000000004;0.00039200000000000004;0.000213;0.0005859999999999999;0.000722;0.000733;0.00034700000000000003;0.000395;0.000177;-8.400000000000001e-05;0.00037799999999999997;0.000171;0.00020199999999999998;0.000381
22;0.00040100000000000004;0.00040100000000000004;0.00040100000000000004;0.00040100000000000004;0.000413;0.0005859999999999999;0.000716;0.000727;0.000569;0.000395;0.000171;-0.000247;0.00037799999999999997;0.000165;3.2e-05;0.000381
23;0.00041;0.00041;0.00041;0.00041;0.000413;0.0005859999999999999;0.000716;0.000727;0.000569;0.00040100000000000004;0.000171;0.00017800000000000002;0.00037799999999999997;0.000165;3.8e-05;0.000381
24;0.000394;0.000394;0.000394;0.000394;0.000413;0.000354;0.000716;0.000541;0.000395;0.00028300000000000005;3.2e-05;0.00017199999999999998;0.000384;0.000165;0.00020199999999999998;0.000256
25;0.00032;0.00032;0.00032;0.00032;0.000413;0.000354;0.000716;0.000541;0.000395;0.00028300000000000005;3.2e-05;0.00017199999999999998;0.00037799999999999997;0.000165;0.00020199999999999998;0.00025
26;0.000442;0.000442;0.000442;0.000442;0.000413;0.0005859999999999999;0.000716;0.000371;0.000569;0.000395;0.000171;0.00017199999999999998;0.00037799999999999997;0.000171;0.00020199999999999998;0.000264
27;0.000492;0.000492;0.000492;0.000492;0.000213;0.0005859999999999999;0.000716;0.0005570000000000001;0.00034700000000000003;0.000395;0.000177;2.7999999999999996e-05;0.00037799999999999997;4.2999999999999995e-05;0.00020199999999999998;0.000264
28;0.000492;0.000492;0.000492;0.000492;0.00021899999999999998;0.0005859999999999999;0.000716;0.000569;0.00034700000000000003;0.000395;0.000171;3.4000000000000007e-05;0.00037799999999999997;-0.00011800000000000001;0.00020800000000000001;0.000381
29;0.000486;0.000486;0.000486;0.000486;0.000413;0.0005859999999999999;0.0005620000000000001;0.000569;0.000569;0.00040100000000000004;0.000171;9.000000000000002e-06;0.00037799999999999997;4e-06;0.00020199999999999998;0.00038700000000000003
30;0.000415;0.000415;0.000415;0.000415;0.000413;0.0005859999999999999;0.0005620000000000001;0.000727;0.000569;0.000395;0.000171;6e-06;0.000384;0.000165;0.00020199999999999998;0.000381
31;0.000449;0.000449;0.000449;0.000449;0.000413;0.0005859999999999999;0.000716;0.000727;0.000575;0.000395;0.000171;-8.400000000000001e-05;0.00037799999999999997;0.000165;3.2e-05;0.000381
32;0.000492;0.000492;0.000492;0.000492;0.000413;0.0005859999999999999;0.000716;0.000727;0.000569;0.00028300000000000005;3.8e-05;8.199999999999999e-05;0.00037799999999999997;0.000171;3.2e-05;0.000264
33;0.00040399999999999995;0.00040399999999999995;0.00040399999999999995;0.00040399999999999995;0.000413;0.0005859999999999999;0.000716;0.000727;0.000395;0.00028300000000000005;3.2e-05;0.00017800000000000002;0.00037799999999999997;4.2999999999999995e-05;0.00020800000000000001;0.000133
34;0.00035999999999999997;0.00035999999999999997;0.00035999999999999997;0.00035999999999999997;0.000413;0.0005920000000000001;0.000716;0.000371;0.00017300000000000003;0.000395;0.000171;2.7999999999999996e-05;0.00037799999999999997;4.2999999999999995e-05;0.00020199999999999998;0.000256
35;0.000521;0.000521;0.000521;0.000521;0.000413;0.0005859999999999999;0.000722;0.000389;0.00034700000000000003;0.00040100000000000004;0.000171;2.7999999999999996e-05;0.000384;4e-06;0.00020199999999999998;0.000381
36;0.000498;0.000498;0.000498;0.000498;0.000213;0.0005859999999999999;0.000716;0.000569;0.000569;0.000395;0.000171;0.00017199999999999998;0.00037799999999999997;4e-06;0.00020199999999999998;0.000381
37;0.000423;0.000423;0.000423;0.000423;0.000413;0.0005859999999999999;0.000716;0.000727;0.000569;0.000395;0.000177;-0.000247;0.00037799999999999997;0.000171;0.00020199999999999998;0.000381
38;0.00043799999999999997;0.00043799999999999997;0.00043799999999999997;0.00043799999999999997;0.000413;0.0005859999999999999;0.000716;0.000727;0.000569;0.00028300000000000005;0.000171;-7.8e-05;0.00037799999999999997;0.000165;0.00020800000000000001;0.000381
39;0.00044500000000000003;0.00044500000000000003;0.00044500000000000003;0.00044500000000000003;0.000413;0.0005859999999999999;0.0005620000000000001;0.000622;0.000569;0.00028300000000000005;3.2e-05;0.00017199999999999998;0.00037799999999999997;0.000165;0.00014000000000000001;0.00025
40;0.000464;0.000464;0.000464;0.000464;0.000413;0.0005859999999999999;0.0005620000000000001;-0.002161;0.000569;0.00040100000000000004;3.2e-05;2.7999999999999996e-05;0.000384;0.000165;0.00014000000000000001;0.00013900000000000002
41;0.00042100000000000004;0.00042100000000000004;0.00042100000000000004;0.00042100000000000004;0.000413;0.000342;0.000716;-0.002287;0.00034700000000000003;0.000395;0.000171;2.7999999999999996e-05;0.00037799999999999997;0.000165;0.00020199999999999998;0.000264
42;0.00034100000000000005;0.00034100000000000005;0.00034100000000000005;0.00034100000000000005;0.000149;0.000299;0.000716;0.000289;0.00035299999999999996;0.000395;0.000177;0.00017199999999999998;0.00037799999999999997;0.000171;3.2e-05;0.000381
