,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.035,0.0,0.006,0.851,-0.81,3.72
1,0.035,0.0,0.0,0.425,-0.39,3.589
2,0.035,0.0,0.006,0.437,-0.396,3.524
3,0.235,0.0,0.006,0.516,-0.275,3.457
4,0.235,0.0,0.006,0.524,-0.283,3.378
5,0.035,0.0,0.006,0.507,-0.466,3.298
6,0.035,0.0,0.006,0.456,-0.415,3.22
7,0.035,0.0,0.006,0.34,-0.299,3.15
8,0.035,0.0,0.006,0.272,-0.231,3.098
9,0.035,0.0,0.006,0.249,-0.208,3.056
10,0.035,0.0,0.006,0.216,-0.175,3.018
11,0.235,0.0,0.006,0.238,0.003,2.985
12,0.035,0.0,0.006,0.221,-0.18,2.948
13,0.035,0.0,0.006,0.203,-0.162,2.914
14,0.035,0.0,0.0,0.235,-0.2,2.883
15,0.035,0.0,0.006,0.245,-0.204,2.847
16,0.035,0.0,0.006,0.227,-0.186,2.81
17,0.035,0.0,0.006,0.236,-0.195,2.775
18,0.035,0.0,0.006,0.273,-0.232,2.739
19,0.035,0.0,0.006,0.235,-0.194,2.697
20,0.235,0.0,0.006,0.229,0.012,2.661
21,0.235,0.0,0.006,0.244,-0.003,2.626
22,0.035,0.0,0.006,0.238,-0.197,2.588
23,0.035,0.0,0.006,0.208,-0.167,2.552
24,0.035,0.0,0.006,0.263,-0.222,2.52
25,0.035,0.0,0.006,0.282,-0.241,2.48
26,0.035,0.0,0.006,0.22,-0.179,2.436
27,0.235,0.0,0.006,0.239,0.002,2.403
28,0.235,0.0,0.0,0.24,-0.005,2.366
29,0.035,0.0,0.006,0.219,-0.178,2.329
30,0.035,0.0,0.006,0.217,-0.176,2.296
31,0.035,0.0,0.006,0.215,-0.174,2.263
32,0.035,0.0,0.006,0.216,-0.175,2.23
33,0.035,0.0,0.006,0.249,-0.208,2.196
34,0.035,0.0,0.006,0.282,-0.241,2.158
35,0.035,0.0,0.006,0.224,-0.183,2.115
36,0.235,0.0,0.006,0.209,0.032,2.081
37,0.035,0.0,0.006,0.221,-0.18,2.049
38,0.035,0.0,0.006,0.214,-0.173,2.015
39,0.035,0.1,0.006,0.134,-0.193,1.982
40,0.035,0.1,0.006,0.311,-0.37,1.962
41,0.035,0.1,0.006,0.329,-0.388,1.914
42,0.299,0.1,0.006,0.201,0.004,1.863
43,0.299,0.1,0.0,0.21,-0.011,1.833
44,0.519,0.1,0.006,0.534,-0.109,1.8
45,0.331,0.3,0.006,0.303,-0.266,1.718
46,0.431,0.3,0.006,0.313,-0.176,1.672
47,0.40700000000000003,0.3,0.006,0.365,-0.252,1.624
48,0.035,0.3,0.006,0.62,-0.879,1.568
49,0.035,0.3,0.006,0.255,-0.514,1.473
50,0.035,0.3,0.006,0.202,-0.461,1.434
51,0.035,0.6,0.006,0.085,-0.644,1.403
