;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
0;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00036200000000000007;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.000442;-0.000407;-0.000365;-0.000608;-3.600000000000001e-05;7.400000000000001e-05;-0.000856;-0.0006820000000000001;-0.000517;-0.000728;-0.000291;-0.000331;-0.000495;-0.0004870000000000001
1;-0.000297;-0.000297;-0.000297;-0.000297;-0.000297;-0.00028300000000000005;-0.000297;-0.000297;-0.000297;-0.000297;-0.000297;-0.000297;-0.000297;-0.000442;-0.000407;-0.00042;-0.00045700000000000005;-0.000207;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.00046100000000000004;-0.00035999999999999997;-0.000134;-0.000526;-0.000426;-0.00043799999999999997
2;-0.000304;-0.000304;-0.000304;-0.000304;-0.000304;-0.000289;-0.000304;-0.000304;-0.000304;-0.000304;-0.000304;-0.000304;-0.000304;-0.000442;-0.000407;-0.000536;-0.00045700000000000005;-0.000207;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.00046100000000000004;-0.0004;-0.000134;-0.000526;-0.000426;-0.00043799999999999997
3;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.00035700000000000006;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000442;-0.000577;-0.0006360000000000001;-0.00045700000000000005;-0.000207;-0.000249;-0.000298;-0.00047200000000000003;-0.00046100000000000004;-0.0004;-0.00034600000000000006;-0.00038500000000000003;-0.000426;-0.00043799999999999997
4;-0.000366;-0.000366;-0.000366;-0.000366;-0.000366;-0.000345;-0.000366;-0.000366;-0.000366;-0.000366;-0.000366;-0.000366;-0.000366;-0.000442;-0.000577;-0.0009270000000000001;-0.00045700000000000005;-0.000207;-0.000249;-0.00041799999999999997;-0.00047200000000000003;-0.00046100000000000004;-0.00035999999999999997;-0.000134;-0.00038500000000000003;-0.000426;-0.00043799999999999997
5;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.00034;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.000442;-0.000407;-0.000902;-0.0005420000000000001;-0.000207;-9.699999999999999e-05;-0.00041799999999999997;-0.00047200000000000003;-0.00046100000000000004;-0.00046;-0.000249;-0.00038500000000000003;-0.000426;-0.0005420000000000001
6;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000342;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004;-0.00043;-0.000249;-0.000678;-0.000426;-0.000758
7;-0.000339;-0.000339;-0.000339;-0.000339;-0.000339;-0.00032;-0.000339;-0.000339;-0.000339;-0.000339;-0.000339;-0.000339;-0.000339;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.0005670000000000001;-0.00033;-0.000134;-0.000678;-0.0006;-0.0006540000000000001
8;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00033;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.0005639999999999999;-0.000407;-0.000342;-0.000658;-0.000428;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.000764;-0.0005110000000000001;-0.000134;-0.00038500000000000003;-0.0006;-0.00043799999999999997
9;-0.000368;-0.000368;-0.000368;-0.000368;-0.000368;-0.00034700000000000003;-0.000368;-0.000368;-0.000368;-0.000368;-0.000368;-0.000368;-0.000368;-0.0005639999999999999;-0.000407;-0.00022500000000000002;-0.000658;-0.000428;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.000658;-0.0005110000000000001;-0.000134;-0.00038500000000000003;-0.000426;-0.00043799999999999997
10;-0.00033600000000000004;-0.00033600000000000004;-0.00033600000000000004;-0.00033600000000000004;-0.00033600000000000004;-0.00031800000000000003;-0.00033600000000000004;-0.00033600000000000004;-0.00033600000000000004;-0.00033600000000000004;-0.00033600000000000004;-0.00033600000000000004;-0.00033600000000000004;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000515;-0.0006670000000000001;-0.000658;-0.00033;-0.000134;-0.00038500000000000003;-0.000426;-0.00043799999999999997
11;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.00032299999999999994;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000603;-0.000407;-0.00035600000000000003;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000515;-0.0006670000000000001;-0.00046100000000000004;-0.00033;-0.00034600000000000006;-0.00038500000000000003;-0.000426;-0.00043799999999999997
12;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000304;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000603;-0.000407;-0.00035600000000000003;-0.00045700000000000005;-0.000207;-0.000249;-0.000298;-0.00047200000000000003;-0.00046100000000000004;-0.00033;-0.000249;-0.00038500000000000003;-0.000426;-0.00043799999999999997
13;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000304;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-0.000249;-0.000298;-0.00047200000000000003;-0.00046100000000000004;-0.00033;-0.000249;-0.000488;-0.000426;-0.00043799999999999997
