,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.062,0.0,0.371,-0.309,3.793
1,0.259,0.0,0.347,-0.088,3.736
2,0.19899999999999998,0.0,0.351,-0.152,3.683
3,0.159,0.0,0.37,-0.211,3.629
4,0.35200000000000004,0.0,0.373,-0.021,3.572
5,0.34299999999999997,0.0,0.384,-0.041,3.515
6,0.486,0.0,0.393,0.093,3.456
7,0.342,0.0,0.373,-0.031,3.396
8,0.289,0.0,0.391,-0.102,3.339
9,0.512,0.0,0.402,0.11,3.279
10,0.41200000000000003,0.0,0.384,0.028,3.218
11,0.24100000000000002,0.0,0.359,-0.118,3.159
12,0.366,0.0,0.35,0.016,3.104
13,0.17300000000000001,0.0,0.363,-0.19,3.05
14,0.049,0.0,0.366,-0.317,2.994
15,0.049,0.0,0.389,-0.34,2.938
16,0.209,0.0,0.387,-0.178,2.878
17,0.209,0.0,0.371,-0.162,2.819
18,0.049,0.0,0.384,-0.335,2.762
19,0.366,0.0,0.372,-0.006,2.703
20,0.366,0.0,0.371,-0.005,2.646
21,0.049,0.0,0.437,-0.388,2.59
22,0.049,0.0,0.44,-0.391,2.522
23,0.049,0.0,0.378,-0.329,2.455
24,0.049,0.0,0.389,-0.34,2.397
25,0.049,0.0,0.396,-0.347,2.337
26,0.209,0.0,0.38,-0.171,2.277
27,0.526,0.0,0.366,0.16,2.218
28,0.17300000000000001,0.0,0.385,-0.212,2.162
29,0.049,0.0,0.381,-0.332,2.103
30,0.049,0.0,0.378,-0.329,2.045
31,0.049,0.0,0.384,-0.335,1.987
32,0.049,0.0,0.37,-0.321,1.928
33,0.33299999999999996,0.0,0.376,-0.043,1.871
34,0.33299999999999996,0.0,0.397,-0.064,1.814
35,0.242,0.0,0.398,-0.156,1.753
36,0.049,0.0,0.429,-0.38,1.692
37,0.157,0.0,0.391,-0.234,1.626
38,0.257,0.0,0.39,-0.133,1.566
39,0.377,0.1,0.316,-0.039,1.506
40,0.32899999999999996,0.1,0.369,-0.14,1.458
41,0.26899999999999996,0.1,0.511,-0.342,1.401
42,0.462,0.1,0.468,-0.106,1.323
43,0.586,0.1,0.692,-0.206,1.251
44,2.702,0.1,0.579,2.023,1.145
45,0.397,0.3,0.258,-0.161,1.056
46,0.42100000000000004,0.3,0.293,-0.172,1.017
47,0.409,0.3,0.363,-0.254,0.972
48,0.301,0.3,0.481,-0.48,0.916
49,0.405,0.3,0.361,-0.256,0.842
50,0.526,0.3,0.361,-0.135,0.787
51,0.32899999999999996,0.6,0.194,-0.465,0.731
52,0.32899999999999996,0.6,0.115,-0.386,0.702
53,0.061,0.6,0.147,-0.686,0.684
54,0.061,0.6,0.099,-0.638,0.662
55,0.049,0.6,0.133,-0.684,0.646
56,0.049,0.6,0.226,-0.777,0.626
57,0.049,1.0,-0.141,-0.81,0.591
58,0.209,1.0,-0.312,-0.479,0.613
59,0.526,1.0,-0.201,-0.273,0.661
60,0.37799999999999995,1.0,-0.251,-0.371,0.692
61,0.061,1.0,-0.311,-0.628,0.73
62,0.061,1.0,-0.109,-0.83,0.778
63,0.061,1.6,-0.889,-0.65,0.795
64,0.049,1.6,-1.003,-0.548,0.931
65,0.086,1.6,-1.064,-0.45,1.085
66,0.086,1.6,-1.102,-0.412,1.248
67,0.27899999999999997,1.6,-1.111,-0.21,1.417
68,0.24600000000000002,1.6,-0.974,-0.38,1.587
69,0.37,2.0,-1.385,-0.245,1.737
70,0.21,2.0,-1.364,-0.426,1.949
71,0.086,2.0,-1.219,-0.695,2.158
72,0.049,2.0,-1.196,-0.755,2.345
73,0.086,2.0,-1.225,-0.689,2.528
74,0.086,2.0,-1.279,-0.635,2.716
75,0.515,2.2,-1.667,-0.018,2.912
76,0.515,2.2,-1.765,0.08,3.168
77,0.606,2.2,-1.713,0.119,3.439
78,0.606,2.2,-1.755,0.161,3.701
79,0.48200000000000004,2.2,-1.689,-0.029,3.97
80,0.345,2.2,-1.534,-0.321,4.229
81,0.049,2.0,-1.538,-0.413,4.464
82,0.049,2.0,-1.429,-0.522,4.7
83,0.049,2.0,-1.524,-0.427,4.919
84,0.242,2.0,-1.448,-0.31,5.153
85,0.209,2.0,-1.422,-0.369,5.375
86,0.33299999999999996,2.0,-1.226,-0.441,5.593
87,0.209,1.8,-1.211,-0.38,5.781
88,0.049,1.8,-1.284,-0.467,5.967
