;0;1;2;3;4
0;-0.000303;-0.001044;-0.0008680000000000001;-0.00027899999999999995;-0.000473
1;-0.000218;-0.000345;-0.00045799999999999997;-0.00045799999999999997;-0.00038
2;-0.000218;-0.000345;-0.00045799999999999997;-0.00045799999999999997;-0.00038
3;-0.000218;-0.000345;-0.00045799999999999997;-0.000462;-0.00058
4;-0.000218;-0.000345;-0.00045799999999999997;-0.00027899999999999995;-0.00058
5;-0.000374;-0.000499;-0.00045799999999999997;-0.00039700000000000005;-0.00038
6;-0.000374;-0.000499;-0.00045799999999999997;-0.00039700000000000005;-0.00038
7;-0.000334;-0.000345;-0.00045799999999999997;-0.00027899999999999995;-0.00038
8;-0.000334;-0.000345;-0.00045799999999999997;-0.00045799999999999997;-0.00038
9;-0.000218;-0.0006940000000000001;-0.00045799999999999997;-0.00045799999999999997;-0.00038
10;-0.000218;-0.000545;-0.00045799999999999997;-0.00045799999999999997;-0.00038
11;-0.000218;-0.000442;-0.00045799999999999997;-0.000462;-0.00058
12;-0.000218;-0.000442;-0.00045799999999999997;-0.00039700000000000005;-0.00038
13;-0.000218;-0.000345;-0.00045799999999999997;-0.00027899999999999995;-0.00038
14;-0.000218;-0.000345;-0.00045799999999999997;-0.00027899999999999995;-0.00038
15;-0.0005300000000000001;-0.000499;-0.00045799999999999997;-0.00027899999999999995;-0.00038
16;-0.0005300000000000001;-0.000499;-0.00045799999999999997;-0.00027899999999999995;-0.00038
17;-0.000374;-0.0006940000000000001;-0.00045799999999999997;-0.00027899999999999995;-0.00038
18;-0.000308;-0.0006940000000000001;-0.00045799999999999997;-0.000462;-0.00038
19;-0.000503;-0.000345;-0.00045799999999999997;-0.00027899999999999995;-0.00038
20;-0.0004930000000000001;-0.000345;-0.00045799999999999997;-0.00039700000000000005;-0.00058
21;-0.000443;-0.000345;-0.00045799999999999997;-0.0005760000000000001;-0.00058
22;-0.000423;-0.000442;-0.00045799999999999997;-0.00045799999999999997;-0.00038
23;-0.00041799999999999997;-0.000596;-0.00045799999999999997;-0.00027899999999999995;-0.00038
24;-0.000374;-0.0006990000000000001;-0.00045799999999999997;-0.00027899999999999995;-0.00038
25;-0.00049;-0.0006940000000000001;-0.00045799999999999997;-0.000462;-0.00038
26;-0.000334;-0.000545;-0.00045799999999999997;-0.00027899999999999995;-0.00038
27;-0.000218;-0.000345;-0.00045799999999999997;-0.00039700000000000005;-0.00058
28;-0.000218;-0.000345;-0.00045799999999999997;-0.00039700000000000005;-0.00058
29;-0.000218;-0.000499;-0.00045799999999999997;-0.00027899999999999995;-0.00038
30;-0.000218;-0.000596;-0.00045799999999999997;-0.00045799999999999997;-0.00038
31;-0.000334;-0.000345;-0.00045799999999999997;-0.00045799999999999997;-0.00038
32;-0.000334;-0.000345;-0.00045799999999999997;-0.00027899999999999995;-0.00038
33;-0.000218;-0.0006940000000000001;-0.00045799999999999997;-0.00039700000000000005;-0.00038
34;-0.000218;-0.0006940000000000001;-0.00045799999999999997;-0.00058;-0.00038
35;-0.000218;-0.000345;-0.00045799999999999997;-0.00027899999999999995;-0.00038
36;-0.000218;-0.000442;-0.00045799999999999997;-0.00027899999999999995;-0.00058
37;-0.000334;-0.000442;-0.00045799999999999997;-0.00045799999999999997;-0.00038
38;-0.000218;-0.000499;-0.00045799999999999997;-0.00045799999999999997;-0.00038
39;-0.000274;-0.000399;-0.000358;-0.000179;-0.00028000000000000003
40;-0.000354;-0.000245;-0.000358;-0.000179;-0.00028000000000000003
41;-0.00019800000000000002;-0.000394;-0.000358;-0.00036200000000000007;-0.00028000000000000003
42;-0.0007190000000000001;-0.000245;-0.000358;-0.000297;-0.0005440000000000001
43;-0.0006550000000000001;-0.000245;-0.000358;-0.000297;-0.0005440000000000001
44;-0.0025310000000000003;-0.00044500000000000003;-0.00283;-0.000358;-0.000764
45;-0.002241;-0.000342;-0.00025800000000000004;-0.000158;-0.00037600000000000003
46;-0.0023569999999999997;-0.00019899999999999999;-0.000218;-0.000158;-0.000476
47;-0.000455;-0.00019899999999999999;-0.000218;2.1000000000000002e-05;-0.00045200000000000004
48;-0.000274;-0.00019399999999999997;-0.000218;-0.00028000000000000003;-8e-05
49;-0.000314;-0.00019399999999999997;-0.000218;-0.00028000000000000003;-8e-05
50;-0.000354;-0.00014199999999999998;-0.000218;2.1000000000000002e-05;-8e-05
51;-0.00023600000000000002;0.000158;0.0;0.000321;0.00022
52;-0.00043200000000000004;5.5e-05;0.0;0.000321;2e-05
53;-0.0007240000000000001;5.5e-05;0.0;0.00014199999999999998;0.00022
54;-0.000312;0.00010099999999999999;-0.0;0.00014199999999999998;0.00022
55;-0.000156;0.00010099999999999999;-0.0;0.000321;0.00022
56;-0.000156;0.000255;-0.0;0.000321;0.00022
57;0.000334;0.0006550000000000001;0.00036700000000000003;0.000538;-0.0016
58;0.000218;0.00040899999999999997;0.00032700000000000003;0.000721;-0.0016140000000000002
59;6.2e-05;0.000506;0.000287;0.000603;-0.0016140000000000002
60;0.00017800000000000002;0.000455;0.0004270000000000001;0.000593;0.00021899999999999998
61;0.00017800000000000002;0.000455;0.0004270000000000001;0.0007109999999999999;0.000474
62;0.000334;0.000501;0.0004270000000000001;0.000519;0.000474
63;-0.00128;0.001101;0.0010270000000000001;0.001119;0.00122
64;0.000994;0.0012549999999999998;0.0010270000000000001;0.0012980000000000001;0.00122
65;0.000878;0.0012549999999999998;0.0010270000000000001;0.001203;0.00122
66;0.000878;0.001106;0.0010270000000000001;0.001203;0.001074
67;0.000994;0.001158;0.0010270000000000001;0.001138;0.0010880000000000002
68;0.000838;0.000958;0.0010270000000000001;0.001175;-0.0012540000000000001
69;0.001238;0.0014550000000000001;0.0014269999999999999;0.0013959999999999999;-0.0007800000000000001
70;0.001732;0.001655;0.0014269999999999999;-0.00108;0.001362
71;0.001732;0.001655;0.0014269999999999999;-0.000878;0.001362
72;0.001732;0.001655;0.0014269999999999999;-0.000768;0.001494
73;0.001732;0.001506;0.0014269999999999999;-0.000768;0.0016200000000000001
74;0.001576;0.001506;0.0014269999999999999;-0.001069;0.0016200000000000001
75;0.001776;0.0015580000000000001;0.0016269999999999998;-0.000696;0.0016200000000000001
76;0.001776;0.0015580000000000001;0.0016269999999999998;0.0018980000000000002;0.0016200000000000001
77;0.001932;0.0017009999999999998;0.0016269999999999998;0.0017980000000000001;0.00182
78;0.001932;0.0017009999999999998;0.0016269999999999998;0.001732;0.00182
79;0.001932;0.001855;0.0016269999999999998;0.001704;0.00182
80;0.001932;0.001855;0.0016269999999999998;0.0018830000000000001;0.001694
81;0.0016159999999999998;0.001506;0.0014269999999999999;0.001683;0.001494
82;0.0016159999999999998;0.001506;0.0014269999999999999;0.001693;0.001508
83;0.001576;0.0015580000000000001;0.0014269999999999999;0.00151;0.0016200000000000001
84;0.001576;0.001358;0.0014269999999999999;-0.000308;0.00142
85;0.001732;0.0014550000000000001;0.0014269999999999999;0.001683;0.0016200000000000001
86;0.001732;0.001655;0.0014269999999999999;0.0015630000000000002;0.0016200000000000001
87;0.001532;0.0014550000000000001;0.001227;0.001273;0.00142
88;0.001416;0.0014550000000000001;0.001227;0.001273;0.00142
89;0.001416;0.0011520000000000002;0.001227;0.001212;0.00142
90;0.0013759999999999998;0.0013009999999999999;0.001227;0.0010290000000000002;0.00142
91;0.0013759999999999998;0.0014550000000000001;0.001227;0.0010390000000000002;0.00142
92;0.001532;0.0014550000000000001;0.001227;0.0014140000000000001;0.00122
93;0.000894;0.000798;0.000827;0.001121;0.00102
94;0.000894;-0.001446;0.000827;0.001121;0.00102
95;0.000816;0.0008070000000000001;0.000827;0.001121;0.00102
96;0.0007920000000000001;0.000305;0.000827;0.001021;0.00102
97;0.0006360000000000001;0.00033299999999999996;0.000827;0.0008179999999999999;0.00102
98;0.000596;-0.00116;0.000827;0.000619;0.00102
99;0.00022399999999999997;-0.0016340000000000003;0.0004270000000000001;0.000244;0.00042
100;0.000381;0.000705;0.0004270000000000001;0.000483;0.00062
101;0.00046899999999999996;0.000532;0.0004270000000000001;0.00048100000000000004;0.00062
102;0.00033299999999999996;0.0006690000000000001;0.0004270000000000001;0.0005589999999999999;0.00062
103;5.5e-05;0.000384;0.0004270000000000001;0.00037600000000000003;0.00062
104;0.0;0.000444;0.0004270000000000001;0.000345;0.00062
105;-0.001119;-7.000000000000001e-05;-0.0;-0.00043799999999999997;2e-05
106;-0.000841;5.3e-05;0.0;-0.000517;-8.800000000000001e-05
107;-0.0008129999999999999;-0.0023890000000000005;-0.0;-0.0007240000000000001;-1.3999999999999998e-05
108;-0.001041;-0.002523;-0.0;-0.000169;-0.000269
109;-0.001001;-0.0026200000000000004;-0.00017;-0.000204;-0.000269
110;-0.000763;-0.00272;-0.00015;-9.000000000000002e-06;-5.7e-05
111;-0.001239;-0.0026650000000000003;-0.00046;-0.00040899999999999997;-0.00041700000000000005
112;-0.0011790000000000001;-0.00268;-0.00042;-0.00030900000000000003;-0.00039700000000000005
113;-0.000663;8.599999999999999e-05;-0.00045200000000000004;-0.003;-0.000495
114;-0.0007170000000000001;-0.000143;-0.0005;-0.003;-0.000603
115;-0.000527;-0.00024;-0.000652;-0.002875;-0.000343
116;-0.0015030000000000002;-0.000131;-0.0005520000000000001;-0.000179;-0.000354
