,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.045,0.0,-0.406,0.451,3.912
1,0.045,0.0,-0.374,0.419,3.974
2,0.045,0.006,-0.368,0.419,4.032
3,0.228,0.006,-0.346,0.58,4.088
4,0.228,0.006,-0.346,0.58,4.141
5,0.045,0.006,-0.34,0.391,4.194
6,0.045,0.0,-0.349,0.394,4.246
7,0.045,0.0,-0.393,0.438,4.3
8,0.045,0.006,-0.387,0.438,4.36
9,0.17600000000000002,0.006,-0.409,0.591,4.419
10,0.359,0.006,-0.434,0.799,4.482
11,0.228,0.006,-0.442,0.676,4.549
12,0.045,0.006,-0.456,0.507,4.616
13,0.045,0.006,-0.447,0.498,4.686
14,0.045,0.006,-0.439,0.49,4.755
15,0.045,0.006,-0.402,0.453,4.822
16,0.228,0.006,-0.412,0.646,4.884
17,0.228,0.006,-0.43,0.664,4.947
18,0.228,0.006,-0.408,0.642,5.013
19,0.17600000000000002,0.006,-0.429,0.611,5.076
20,0.17600000000000002,0.006,-0.446,0.628,5.141
21,0.045,0.006,-0.358,0.409,5.21
22,0.045,0.0,-0.342,0.387,5.265
23,0.045,0.0,-0.417,0.462,5.317
24,0.045,0.006,-0.4,0.451,5.381
25,0.228,0.006,-0.396,0.63,5.442
26,0.228,0.006,-0.424,0.658,5.503
27,0.045,0.006,-0.443,0.494,5.568
28,0.045,0.0,-0.427,0.472,5.636
29,0.17600000000000002,0.006,-0.424,0.606,5.701
30,0.045,0.006,-0.416,0.467,5.766
31,0.045,0.006,-0.409,0.46,5.83
32,0.045,0.006,-0.422,0.473,5.893
33,0.045,0.006,-0.424,0.475,5.958
34,0.228,0.0,-0.404,0.632,6.023
35,0.359,0.006,-0.405,0.77,6.085
36,0.045,0.006,-0.418,0.469,6.147
37,0.045,0.006,-0.415,0.466,6.211
38,0.165,0.006,-0.418,0.589,6.274
39,0.265,0.0,-0.388,0.653,6.338
40,0.521,0.006,-0.312,0.839,6.398
41,8.566,0.006,-0.133,8.705,6.446
42,0.865,0.006,-0.196,1.067,6.466
43,0.045,0.006,-0.116,0.167,6.496
44,0.045,0.0,-0.131,0.176,6.514
45,0.228,0.006,-0.228,0.462,6.534
46,0.228,0.006,-0.174,0.408,6.569
47,0.17600000000000002,0.006,-0.156,0.338,6.596
48,0.17600000000000002,0.006,-0.062,0.244,6.62
49,0.045,0.006,-0.103,0.154,6.629
50,0.045,0.0,-0.114,0.159,6.645
51,0.045,0.006,0.053,-0.002,6.662
52,0.228,0.006,-0.125,0.359,6.654
53,0.228,0.006,-0.007,0.241,6.674
54,0.228,0.006,-0.059,0.293,6.675
55,0.045,0.0,-0.137,0.182,6.684
56,0.057999999999999996,0.006,-0.018,0.082,6.705
57,0.057999999999999996,0.006,0.106,-0.042,6.707
58,0.057999999999999996,0.006,-0.041,0.105,6.691
59,0.071,0.006,0.093,-0.016,6.697
60,0.045,0.0,0.03,0.015,6.683
61,0.045,0.006,0.029,0.022,6.679
62,0.228,0.006,0.052,0.182,6.674
63,0.359,0.006,0.059,0.306,6.666
64,1.899,0.006,-0.15,2.055,6.657
65,0.071,0.006,-0.216,0.293,6.68
66,0.071,0.0,-0.204,0.275,6.713
67,0.08800000000000001,0.006,-0.223,0.317,6.744
68,0.045,0.006,-0.143,0.194,6.779
69,0.045,0.006,-0.15,0.201,6.801
70,0.17600000000000002,0.006,-0.102,0.284,6.824
71,0.045,0.0,-0.048,0.093,6.839
72,0.228,0.006,-0.018,0.252,6.847
73,0.228,0.006,0.01,0.224,6.849
74,0.045,0.006,0.004,0.047,6.848
75,0.045,0.006,-0.236,0.287,6.847
76,0.045,0.0,-0.36,0.405,6.883
77,0.045,0.006,-0.225,0.276,6.939
78,0.045,0.006,-0.281,0.332,6.973
79,0.17600000000000002,0.006,-0.157,0.339,7.016
80,0.359,0.006,0.045,0.32,7.04
81,0.228,0.006,-0.296,0.53,7.033
82,0.045,0.0,-0.17,0.215,7.079
83,0.045,0.006,-0.224,0.275,7.105
84,0.045,0.006,-0.14,0.191,7.139
85,0.17600000000000002,0.006,-0.152,0.334,7.161
86,0.17600000000000002,0.006,-0.051,0.233,7.184
87,0.045,0.0,-0.066,0.111,7.192
88,0.228,0.006,-0.157,0.391,7.202
89,0.228,0.006,-0.023,0.257,7.226
90,0.045,0.006,0.268,-0.217,7.23
91,0.045,0.006,0.239,-0.188,7.189
92,0.045,0.0,0.133,-0.088,7.152
93,0.045,0.006,0.064,-0.013,7.131
94,0.045,0.006,0.305,-0.254,7.122
95,0.08800000000000001,0.006,0.333,-0.239,7.075
96,0.175,0.006,0.404,-0.223,7.024
97,0.195,0.006,0.565,-0.364,6.962
98,0.358,0.0,0.676,-0.318,6.875
99,0.8240000000000001,0.006,0.801,0.029,6.772
100,0.701,0.006,0.952,-0.245,6.649
101,0.496,0.006,0.731,-0.229,6.503
102,0.628,0.006,0.755,-0.121,6.391
103,0.5660000000000001,0.0,0.759,-0.193,6.275
104,0.526,0.006,0.729,-0.197,6.159
105,0.6559999999999999,0.006,0.706,-0.044,6.047
106,0.621,0.006,0.619,0.008,5.939
107,0.257,0.006,0.696,-0.433,5.844
108,0.364,0.0,0.798,-0.434,5.737
109,0.364,0.006,0.815,-0.445,5.615
110,0.7440000000000001,0.006,0.809,-0.059,5.49
111,0.33299999999999996,0.006,0.779,-0.44,5.365
112,0.434,0.006,0.844,-0.404,5.246
113,1.5759999999999998,0.0,0.844,0.732,5.117
114,0.359,0.006,0.752,-0.387,4.987
115,0.228,0.006,0.721,-0.487,4.872
116,0.045,0.006,0.822,-0.771,4.761
117,0.045,0.006,0.699,-0.648,4.635
