,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.053,0.006,-0.368,0.427,3.906
1,0.053,0.006,-0.339,0.398,3.963
2,0.053,0.0,-0.333,0.386,4.015
3,0.223,0.006,-0.299,0.528,4.066
4,0.223,0.006,-0.302,0.531,4.112
5,0.053,0.006,-0.294,0.353,4.158
6,0.053,0.006,-0.311,0.37,4.203
7,0.053,0.0,-0.366,0.419,4.251
8,0.053,0.006,-0.363,0.422,4.307
9,0.053,0.006,-0.385,0.444,4.363
10,0.053,0.006,-0.408,0.467,4.422
11,0.053,0.006,-0.412,0.471,4.484
12,0.053,0.0,-0.431,0.484,4.547
13,0.053,0.006,-0.421,0.48,4.613
14,0.223,0.006,-0.407,0.636,4.678
15,0.223,0.006,-0.372,0.601,4.74
16,0.053,0.006,-0.383,0.442,4.797
17,0.053,0.0,-0.41,0.463,4.856
18,0.053,0.006,-0.385,0.444,4.919
19,0.053,0.006,-0.397,0.456,4.978
20,0.053,0.006,-0.417,0.476,5.039
21,0.053,0.006,-0.321,0.38,5.103
22,0.223,0.006,-0.308,0.537,5.152
23,0.223,0.0,-0.389,0.612,5.199
24,0.053,0.006,-0.368,0.427,5.259
25,0.053,0.006,-0.368,0.427,5.315
26,0.053,0.006,-0.401,0.46,5.372
27,0.053,0.006,-0.421,0.48,5.433
28,0.053,0.0,-0.403,0.456,5.498
29,0.053,0.006,-0.402,0.461,5.559
30,0.053,0.006,-0.392,0.451,5.621
31,0.223,0.006,-0.393,0.622,5.681
32,0.223,0.006,-0.401,0.63,5.741
33,0.053,0.0,-0.394,0.447,5.803
34,0.053,0.006,-0.368,0.427,5.863
35,0.053,0.006,-0.37,0.429,5.92
36,0.053,0.006,-0.386,0.445,5.976
37,0.053,0.006,-0.385,0.444,6.035
38,0.053,0.0,-0.396,0.449,6.094
39,0.115,0.006,-0.372,0.493,6.155
40,0.115,0.006,-0.276,0.397,6.212
41,0.053,0.006,-0.06,0.119,6.255
42,0.223,0.006,-0.138,0.367,6.264
43,0.223,0.006,-0.05,0.279,6.285
44,0.053,0.0,-0.064,0.117,6.292
45,0.053,0.006,-0.183,0.242,6.302
46,0.113,0.006,-0.13,0.249,6.33
47,0.073,0.006,-0.103,0.182,6.35
48,0.073,0.006,0.022,0.057,6.366
49,0.413,0.0,-0.109,0.522,6.363
50,0.28300000000000003,0.006,-0.131,0.42,6.38
51,0.113,0.006,0.129,-0.01,6.4
52,0.113,0.006,-0.084,0.203,6.38
53,0.213,0.006,0.072,0.147,6.393
54,0.233,0.0,-0.094,0.327,6.381
55,0.253,0.006,-0.121,0.38,6.396
56,2.391,0.006,0.016,2.381,6.414
57,2.271,0.006,0.198,2.079,6.412
58,0.44299999999999995,0.006,0.032,0.417,6.382
59,0.44299999999999995,0.0,0.18,0.263,6.377
60,0.253,0.006,0.103,0.156,6.349
61,0.245,0.006,0.099,0.152,6.333
62,0.305,0.006,0.136,0.175,6.318
63,0.45899999999999996,0.006,0.15,0.315,6.297
64,0.479,0.0,-0.146,0.625,6.274
65,0.7390000000000001,0.006,-0.161,0.906,6.297
66,0.8370000000000001,0.006,-0.146,0.989,6.321
67,0.655,0.006,-0.186,0.847,6.344
68,0.585,0.006,-0.083,0.674,6.372
69,0.5720000000000001,0.006,-0.084,0.662,6.385
70,0.5720000000000001,0.0,-0.026,0.598,6.398
71,0.431,0.006,0.027,0.41,6.402
72,0.431,0.006,0.06,0.377,6.398
73,0.541,0.006,0.097,0.45,6.389
74,0.541,0.006,0.087,0.46,6.374
75,0.311,0.0,-0.188,0.499,6.36
76,0.311,0.006,-0.331,0.648,6.389
77,0.311,0.006,-0.263,0.58,6.44
78,0.053,0.006,-0.329,0.388,6.48
79,0.053,0.006,-0.236,0.295,6.531
80,0.053,0.0,0.039,0.014,6.567
81,0.053,0.006,-0.361,0.42,6.561
82,0.053,0.006,-0.205,0.264,6.616
83,0.053,0.006,-0.264,0.323,6.648
84,0.223,0.006,-0.17,0.399,6.688
85,0.223,0.0,-0.181,0.404,6.714
86,0.053,0.006,-0.119,0.178,6.742
87,0.053,0.006,-0.087,0.146,6.76
88,0.053,0.006,-0.196,0.255,6.774
89,0.053,0.006,-0.107,0.166,6.804
90,0.053,0.006,0.203,-0.144,6.82
91,0.223,0.0,0.105,0.118,6.789
92,0.223,0.006,0.033,0.196,6.773
93,0.053,0.006,-0.029,0.088,6.768
94,0.053,0.006,0.229,-0.17,6.772
95,0.053,0.006,0.187,-0.128,6.737
96,0.053,0.0,0.275,-0.222,6.709
97,0.053,0.006,0.498,-0.439,6.666
98,0.223,0.006,0.645,-0.416,6.59
99,0.223,0.006,0.784,-0.555,6.491
100,0.223,0.006,0.884,-0.655,6.371
101,0.053,0.0,0.628,-0.575,6.235
102,0.053,0.006,0.634,-0.575,6.139
103,0.053,0.006,0.652,-0.593,6.042
104,0.053,0.006,0.66,-0.601,5.942
105,0.053,0.006,0.671,-0.612,5.841
106,0.053,0.0,0.642,-0.589,5.738
107,0.053,0.006,0.743,-0.684,5.639
108,0.053,0.006,0.891,-0.832,5.525
109,0.223,0.006,0.822,-0.593,5.389
110,0.223,0.006,0.78,-0.551,5.262
111,0.053,0.006,0.73,-0.671,5.143
112,0.053,0.0,0.816,-0.763,5.031
113,0.053,0.006,0.855,-0.796,4.906
114,0.053,0.006,0.731,-0.672,4.775
115,0.053,0.006,0.64,-0.581,4.663
116,0.053,0.006,0.743,-0.684,4.565
117,0.223,0.0,0.673,-0.45,4.451
118,0.223,0.006,0.501,-0.272,4.347
119,0.053,0.006,0.325,-0.266,4.271
120,0.053,0.006,0.444,-0.385,4.221
121,0.053,0.006,0.233,-0.174,4.153
122,0.053,0.0,0.265,-0.212,4.117
123,0.053,0.006,0.201,-0.142,4.076
124,0.053,0.006,0.085,-0.026,4.046
125,0.053,0.006,0.155,-0.096,4.032
126,0.053,0.006,0.037,0.022,4.009
127,0.34700000000000003,0.0,0.277,0.07,4.003
128,0.396,0.006,0.418,-0.016,3.961
129,0.6759999999999999,0.006,0.131,0.551,3.896
130,0.6759999999999999,0.006,0.197,0.485,3.876
131,2.9739999999999998,0.006,0.253,2.727,3.846
132,0.611,0.0,0.133,0.478,3.807
133,0.701,0.006,0.072,0.635,3.787
134,0.7609999999999999,0.006,-0.094,0.861,3.776
135,0.752,0.006,-0.063,0.821,3.79
136,0.6920000000000001,0.006,-0.048,0.746,3.8
137,0.922,0.006,-0.031,0.959,3.807
138,0.721,0.0,-0.109,0.83,3.812
139,0.6609999999999999,0.006,-0.104,0.771,3.829
140,0.523,0.006,-0.174,0.703,3.845
141,0.461,0.006,-0.121,0.588,3.871
142,0.053,0.006,-0.108,0.167,3.89
143,0.053,0.0,-0.368,0.421,3.906
