;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
0;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.00039600000000000003;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.0004;-0.000295;-0.0008900000000000001;-0.00074;-0.000483;-0.000311;-0.000498;-0.000414;-0.0006870000000000001;-0.00058;-0.000289;-0.000431;-0.000263;-0.001535
1;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000335;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000295;-0.000319;-0.000473;-0.00038799999999999994;-0.000311;-0.0006690000000000001;-0.000414;-0.00034399999999999996;-1.7000000000000003e-05;-0.00045700000000000005;-0.000431;-0.000197;-0.00116
2;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000342;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000345;-0.000295;-0.000319;-0.000473;-0.00038799999999999994;-0.000311;-0.0006690000000000001;-0.000414;-0.00034399999999999996;-1.7000000000000003e-05;-0.00039700000000000005;-0.000431;-0.000197;-0.000934
3;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00037600000000000003;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.00038;-0.000295;-0.000319;-0.000473;-0.00038799999999999994;-0.000311;-0.000358;-0.000414;-0.00034399999999999996;-1.6e-05;-0.00035700000000000006;-0.000431;-0.000197;-0.000804
4;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000373;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000295;-0.000319;-0.000473;-0.00038799999999999994;-0.000311;-0.000358;-0.000414;-0.00044799999999999994;-1.7000000000000003e-05;-0.00055;-0.000431;-0.000197;-0.000394
5;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.000381;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.000294;-0.000319;-0.000473;-0.00038799999999999994;-0.000311;-0.000358;-0.000414;-0.00044799999999999994;-0.00018100000000000004;-0.000541;-0.000431;-0.000197;-0.0004930000000000001
6;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.00036700000000000003;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000371;-0.000295;-0.000319;-0.000473;-0.0007340000000000001;-0.000311;-0.000358;-0.000414;-0.00034399999999999996;-0.00018100000000000004;-0.000684;-0.000619;-0.000197;-0.0004930000000000001
7;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034600000000000006;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.00034899999999999997;-0.000295;-0.00031800000000000003;-0.000473;-0.000602;-0.00042;-0.000358;-0.000414;-0.000543;-0.00018100000000000004;-0.00054;-0.000619;-0.00019600000000000002;-0.000394
8;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037200000000000004;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.00037600000000000003;-0.000295;-0.000641;-0.000473;-0.00038799999999999994;-0.0005639999999999999;-0.000358;-0.000604;-0.000543;-1.7000000000000003e-05;-0.0004870000000000001;-0.000431;-0.000197;-0.000394
9;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.00036200000000000007;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000295;-0.000641;-0.000473;-0.00038799999999999994;-0.000644;-0.000358;-0.000604;-0.00034399999999999996;-1.7000000000000003e-05;-0.00071;-0.000538;-0.000305;-0.0005949999999999999
10;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00034600000000000006;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.000295;-0.000319;-0.000473;-0.00038799999999999994;-0.0005;-0.000464;-0.000414;-0.00034399999999999996;-1.7000000000000003e-05;-0.000609;-0.000538;-0.000305;-0.000596
