,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.043,0.0,0.42,-0.377,3.786
1,0.043,0.0,0.285,-0.242,3.721
2,0.043,0.0,0.285,-0.242,3.678
3,0.213,0.0,0.351,-0.138,3.634
4,0.213,0.0,0.33,-0.117,3.58
5,0.043,0.0,0.312,-0.269,3.53
6,0.201,0.0,0.347,-0.146,3.482
7,0.387,0.0,0.333,0.054,3.429
8,0.22899999999999998,0.0,0.337,-0.108,3.378
9,0.043,0.0,0.368,-0.325,3.326
10,0.043,0.0,0.333,-0.29,3.269
11,0.213,0.0,0.337,-0.124,3.218
12,0.043,0.0,0.289,-0.246,3.167
13,0.043,0.0,0.289,-0.246,3.122
14,0.043,0.0,0.306,-0.263,3.078
15,0.201,0.0,0.351,-0.15,3.031
16,0.387,0.0,0.355,0.032,2.977
17,0.22899999999999998,0.0,0.367,-0.138,2.923
18,0.22899999999999998,0.0,0.4,-0.171,2.867
19,0.213,0.0,0.335,-0.122,2.805
20,0.043,0.0,0.355,-0.312,2.754
21,0.043,0.0,0.37,-0.327,2.7
22,0.043,0.0,0.318,-0.275,2.643
23,0.043,0.0,0.315,-0.272,2.594
24,0.22899999999999998,0.0,0.387,-0.158,2.546
25,0.22899999999999998,0.0,0.42,-0.191,2.487
26,0.39899999999999997,0.0,0.339,0.06,2.422
27,0.213,0.0,0.344,-0.131,2.37
28,0.201,0.0,0.342,-0.141,2.317
29,0.201,0.0,0.316,-0.115,2.265
30,0.043,0.0,0.33,-0.287,2.216
31,0.043,0.0,0.297,-0.254,2.166
32,0.043,0.0,0.278,-0.235,2.12
33,0.043,0.0,0.336,-0.293,2.078
34,0.39899999999999997,0.0,0.42,-0.021,2.026
35,0.387,0.0,0.328,0.059,1.962
36,0.201,0.0,0.315,-0.114,1.912
37,0.043,0.0,0.308,-0.265,1.863
38,0.043,0.0,0.302,-0.259,1.816
39,0.14800000000000002,0.1,0.228,-0.18,1.77
40,2.931,0.1,0.529,2.302,1.735
41,3.057,0.1,0.597,2.36,1.654
42,0.48100000000000004,0.1,0.379,0.002,1.562
43,0.537,0.1,0.338,0.099,1.504
44,0.379,0.1,0.872,-0.593,1.452
45,0.46,0.3,0.419,-0.259,1.319
46,0.29100000000000004,0.3,0.618,-0.627,1.254
47,3.285,0.3,0.722,2.263,1.16
48,3.2489999999999997,0.3,0.723,2.226,1.049
49,0.573,0.3,0.276,-0.003,0.938
50,3.219,0.3,0.443,2.476,0.896
51,3.207,0.6,0.397,2.21,0.828
52,0.22899999999999998,0.6,0.135,-0.506,0.767
53,0.043,0.6,-0.094,-0.463,0.746
54,0.043,0.6,-0.145,-0.412,0.76
55,0.22699999999999998,0.6,-0.166,-0.207,0.783
56,2.736,0.6,0.078,2.058,0.808
57,2.8360000000000003,1.0,-0.035,1.871,0.796
58,0.34299999999999997,1.0,-0.278,-0.379,0.802
59,0.32899999999999996,1.0,-0.232,-0.439,0.844
60,0.32899999999999996,1.0,-0.483,-0.188,0.88
61,2.294,1.0,-0.354,1.648,0.954
62,2.294,1.0,-0.345,1.639,1.008
63,2.464,1.6,-0.641,1.505,1.061
64,0.043,1.6,-1.287,-0.27,1.16
65,0.14300000000000002,1.6,-1.227,-0.23,1.357
66,0.405,1.6,-1.165,-0.03,1.545
67,0.301,1.6,-1.155,-0.144,1.724
68,0.043,1.6,-0.888,-0.669,1.901
69,0.22899999999999998,2.0,-1.31,-0.461,2.037
70,0.22899999999999998,2.0,-1.352,-0.419,2.238
71,0.22899999999999998,2.0,-1.357,-0.414,2.445
72,0.201,2.0,-1.165,-0.634,2.653
73,0.371,2.0,-0.79,-0.839,2.832
74,0.213,2.0,-0.691,-1.096,2.953
75,0.043,2.2,-1.208,-0.949,3.059
76,0.22899999999999998,2.2,-1.794,-0.177,3.244
77,0.22899999999999998,2.2,-1.864,-0.107,3.519
78,0.043,2.2,-1.876,-0.281,3.805
79,0.043,2.2,-1.89,-0.267,4.093
80,0.043,2.2,-1.871,-0.286,4.383
81,0.213,2.0,-1.61,-0.177,4.67
82,0.213,2.0,-1.611,-0.176,4.916
83,0.043,2.0,-1.623,-0.334,5.163
84,0.22899999999999998,2.0,-1.332,-0.439,5.412
85,0.22899999999999998,2.0,-1.594,-0.177,5.616
86,0.043,2.0,-1.592,-0.365,5.861
87,0.201,1.8,-1.417,-0.182,6.105
88,0.201,1.8,-1.394,-0.205,6.322
89,0.213,1.8,-1.014,-0.573,6.536
90,0.043,1.8,-0.988,-0.769,6.692
91,0.22899999999999998,1.8,-1.007,-0.564,6.843
92,0.22899999999999998,1.8,-1.07,-0.501,6.997
93,0.043,1.4,-1.031,-0.326,7.162
94,2.294,1.4,-0.5,1.394,7.32
95,2.452,1.4,-0.373,1.425,7.396
96,2.642,1.4,-0.265,1.507,7.454
97,0.45799999999999996,1.4,-0.798,-0.144,7.494
98,0.47,1.4,-0.544,-0.386,7.617
99,0.44,1.0,0.415,-0.975,7.7
100,0.55,1.0,0.208,-0.658,7.636
101,0.57,1.0,-0.355,-0.075,7.605
102,0.51,1.0,-0.033,-0.457,7.659
103,0.531,1.0,-0.078,-0.391,7.664
104,0.315,1.0,-0.156,-0.529,7.676
105,0.49700000000000005,0.4,0.415,-0.318,7.7
106,0.33899999999999997,0.4,0.403,-0.464,7.636
107,0.33899999999999997,0.4,0.481,-0.542,7.575
108,0.387,0.4,0.505,-0.518,7.501
109,0.275,0.4,0.57,-0.695,7.423
110,0.381,0.4,0.525,-0.544,7.336
111,0.115,0.1,0.812,-0.797,7.256
112,0.6829999999999999,0.1,0.845,-0.262,7.131
113,2.346,0.1,1.182,1.064,7.001
114,0.703,0.1,1.072,-0.469,6.82
115,0.377,0.1,0.785,-0.508,6.656
116,0.655,0.1,0.584,-0.029,6.536
117,0.8190000000000001,0.0,0.573,0.246,6.446
118,0.552,0.0,0.577,-0.025,6.358
119,0.71,0.0,0.523,0.187,6.27
120,0.774,0.0,0.521,0.253,6.189
121,0.604,0.0,0.558,0.046,6.11
122,0.418,0.0,0.954,-0.536,6.024
123,0.418,0.0,0.869,-0.451,5.878
124,0.47200000000000003,0.0,0.533,-0.061,5.744
125,0.517,0.0,0.795,-0.278,5.663
126,0.299,0.0,0.464,-0.165,5.541
127,3.319,0.0,0.842,2.477,5.47
128,3.5660000000000003,0.0,1.026,2.54,5.34
129,0.596,0.0,0.701,-0.105,5.183
130,0.46,0.0,0.705,-0.245,5.076
131,0.35,0.0,0.592,-0.242,4.967
132,0.201,0.0,0.599,-0.398,4.877
133,0.201,0.0,0.591,-0.39,4.785
134,0.043,0.0,0.761,-0.718,4.694
135,0.043,0.0,0.874,-0.831,4.578
136,0.043,0.0,0.768,-0.725,4.444
137,0.213,0.0,0.674,-0.461,4.326
138,0.043,0.0,0.444,-0.401,4.222
139,0.054000000000000006,0.0,0.48,-0.426,4.154
140,0.33,0.0,0.448,-0.118,4.081
141,0.5,0.0,0.683,-0.183,4.012
142,3.295,0.0,0.794,2.501,3.907
143,3.395,0.0,0.42,2.975,3.786
